gene	iso_a	iso_b	idx_a	idx_b	domain_count	gap	ft_a	ft_b	len_a	len_b	top_go_idx	top_go_gap
ENSG00000165269	BambuTx1020	ENST00000537089.5	19	26839	0	0.05658	Type0_NoDomain	Type0_NoDomain	273	311	39	0.31008
ENSG00000165269	ENST00000297988.6	ENST00000537089.5	6630	26839	0	0.05127	Type0_NoDomain	Type0_NoDomain	342	311	39	0.26747
ENSG00000165269	ENST00000377425.8	ENST00000537089.5	15850	26839	0	0.05987	Type0_NoDomain	Type0_NoDomain	216	311	39	0.33557
ENSG00000158169	BambuTx1054	ENST00000289081.8	47	5968	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1054	ENST00000289081.8	47	5969	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1054	ENST00000433644.2	47	21094	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1054	ENST00000433644.2	47	21095	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1054	ENST00000289081.8	48	5968	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1054	ENST00000289081.8	48	5969	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1054	ENST00000433644.2	48	21094	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1054	ENST00000433644.2	48	21095	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1055	ENST00000289081.8	49	5968	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1055	ENST00000289081.8	49	5969	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1055	ENST00000433644.2	49	21094	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1055	ENST00000433644.2	49	21095	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1055	ENST00000289081.8	50	5968	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1055	ENST00000289081.8	50	5969	0	0.0781	Type0_NoDomain	Type0_NoDomain	117	558	44	0.36864
ENSG00000158169	BambuTx1055	ENST00000433644.2	50	21094	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000158169	BambuTx1055	ENST00000433644.2	50	21095	0	0.05106	Type0_NoDomain	Type0_NoDomain	117	145	44	0.33296
ENSG00000122435	ENST00000370141.8	ENST00000482437.5	14057	23973	0	0.05623	Type0_NoDomain	Type0_NoDomain	483	176	47	0.48442
ENSG00000121671	BambuTx1252	ENST00000443527.6	211	21720	0	0.06575	Type0_NoDomain	Type0_NoDomain	125	614	8	0.55616
ENSG00000121671	BambuTx1252	ENST00000443527.6	211	21721	0	0.06575	Type0_NoDomain	Type0_NoDomain	125	614	8	0.55616
ENSG00000121671	BambuTx1252	ENST00000616623.4	211	30730	0	0.06575	Type0_NoDomain	Type0_NoDomain	125	614	8	0.55616
ENSG00000121671	BambuTx1252	ENST00000616623.4	211	30731	0	0.06575	Type0_NoDomain	Type0_NoDomain	125	614	8	0.55616
ENSG00000121671	ENST00000443527.6	ENST00000616080.2	21720	30696	0	0.06575	Type0_NoDomain	Type0_NoDomain	614	598	8	0.55616
ENSG00000121671	ENST00000443527.6	ENST00000616080.2	21720	30697	0	0.06575	Type0_NoDomain	Type0_NoDomain	614	598	8	0.55616
ENSG00000121671	ENST00000443527.6	ENST00000616080.2	21721	30696	0	0.06575	Type0_NoDomain	Type0_NoDomain	614	598	8	0.55616
ENSG00000121671	ENST00000443527.6	ENST00000616080.2	21721	30697	0	0.06575	Type0_NoDomain	Type0_NoDomain	614	598	8	0.55616
ENSG00000121671	ENST00000616080.2	ENST00000616623.4	30696	30730	0	0.06575	Type0_NoDomain	Type0_NoDomain	598	614	8	0.55616
ENSG00000121671	ENST00000616080.2	ENST00000616623.4	30696	30731	0	0.06575	Type0_NoDomain	Type0_NoDomain	598	614	8	0.55616
ENSG00000121671	ENST00000616080.2	ENST00000616623.4	30697	30730	0	0.06575	Type0_NoDomain	Type0_NoDomain	598	614	8	0.55616
ENSG00000121671	ENST00000616080.2	ENST00000616623.4	30697	30731	0	0.06575	Type0_NoDomain	Type0_NoDomain	598	614	8	0.55616
ENSG00000305887	BambuTx129	ENST00000813743.1	245	36676	0	0.06441	Type1_DomainLoss	Type1_DomainLoss	123	112	39	0.51751
ENSG00000305887	ENST00000813743.1	ENST00000813744.1	36676	36677	0	0.0638	Type1_DomainLoss	Type1_DomainLoss	112	122	39	0.5011
ENSG00000305887	ENST00000813743.1	ENST00000813744.1	36676	36678	0	0.0638	Type1_DomainLoss	Type1_DomainLoss	112	122	39	0.5011
ENSG00000305887	ENST00000813743.1	ENST00000813751.1	36676	36679	0	0.07052	Type1_DomainLoss	Type1_DomainLoss	112	112	39	0.50956
ENSG00000305887	ENST00000813743.1	ENST00000813753.1	36676	36681	0	0.05459	Type1_DomainLoss	Type1_DomainLoss	112	152	39	0.44901
ENSG00000305887	ENST00000813743.1	ENST00000813755.1	36676	36682	0	0.0737	Type1_DomainLoss	Type1_DomainLoss	112	111	39	0.52125
ENSG00000305887	ENST00000813743.1	ENST00000813765.1	36676	36684	0	0.05746	Type1_DomainLoss	Type1_DomainLoss	112	113	75	0.47098
ENSG00000134283	ENST00000317560.13	ENST00000624028.1	8380	31224	0	0.05066	Type0_NoDomain	Type0_NoDomain	303	137	15	0.57142
ENSG00000134283	ENST00000317560.13	ENST00000624028.1	8380	31225	0	0.05066	Type0_NoDomain	Type0_NoDomain	303	137	15	0.57142
ENSG00000134283	ENST00000432191.6	ENST00000624028.1	20989	31224	0	0.05242	Type0_NoDomain	Type0_NoDomain	458	137	15	0.60037
ENSG00000134283	ENST00000432191.6	ENST00000624028.1	20989	31225	0	0.05242	Type0_NoDomain	Type0_NoDomain	458	137	15	0.60037
ENSG00000134283	ENST00000619544.4	ENST00000624028.1	30933	31224	0	0.05195	Type0_NoDomain	Type0_NoDomain	441	137	15	0.56594
ENSG00000134283	ENST00000619544.4	ENST00000624028.1	30933	31225	0	0.05195	Type0_NoDomain	Type0_NoDomain	441	137	15	0.56594
ENSG00000127325	ENST00000266661.8	ENST00000476098.5	4867	23649	0	0.0575	Type0_NoDomain	Type0_NoDomain	133	197	39	0.287
ENSG00000176834	BambuTx1394	ENST00000542195.1	302	27220	0	0.0701	Type1_DomainLoss	Type1_DomainLoss	117	99	3	0.47373
ENSG00000176834	ENST00000542195.1	ENST00000612851.1	27220	30466	0	0.06684	Type1_DomainLoss	Type1_DomainLoss	99	102	3	0.43463
ENSG00000152749	BambuTx1459	ENST00000376958.5	350	15763	0	0.07209	Type0_NoDomain	Type0_NoDomain	201	440	39	0.30793
ENSG00000152749	BambuTx1459	ENST00000376958.5	351	15763	0	0.07209	Type0_NoDomain	Type0_NoDomain	201	440	39	0.30793
ENSG00000067225	BambuTx1564	ENST00000564440.5	430	28471	0	0.07284	Type0_NoDomain	Type0_NoDomain	531	156	24	0.79778
ENSG00000067225	ENST00000319622.10	ENST00000564440.5	8579	28471	0	0.07284	Type0_NoDomain	Type0_NoDomain	531	156	24	0.79778
ENSG00000067225	ENST00000335181.10	ENST00000564440.5	9865	28471	0	0.07228	Type0_NoDomain	Type0_NoDomain	510	156	24	0.80252
ENSG00000067225	ENST00000564440.5	ENST00000565154.6	28471	28496	0	0.07729	Type0_NoDomain	Type0_NoDomain	156	605	24	0.77164
ENSG00000197562	BambuTx1597	ENST00000569575.5	454	28746	1	0.06712	Type1_DomainLoss	Type2_PartialTrunc	132	156	42	0.78259
ENSG00000197562	BambuTx1597	ENST00000569575.5	455	28746	1	0.06712	Type1_DomainLoss	Type2_PartialTrunc	132	156	42	0.78259
ENSG00000197562	BambuTx1597	ENST00000569575.5	456	28746	1	0.06712	Type1_DomainLoss	Type2_PartialTrunc	132	156	42	0.78259
ENSG00000140632	ENST00000321919.14	ENST00000436648.9	8771	21311	1	0.05251	Type3_SameDomain	Type3_SameDomain	553	476	61	0.66947
ENSG00000140632	ENST00000321919.14	ENST00000436648.9	8771	21312	1	0.05251	Type3_SameDomain	Type3_SameDomain	553	476	61	0.66947
ENSG00000140632	ENST00000321919.14	ENST00000436648.9	8772	21311	1	0.05251	Type3_SameDomain	Type3_SameDomain	553	476	61	0.66947
ENSG00000140632	ENST00000321919.14	ENST00000436648.9	8772	21312	1	0.05251	Type3_SameDomain	Type3_SameDomain	553	476	61	0.66947
ENSG00000140632	ENST00000436648.9	ENST00000591451.5	21311	29602	1	0.05257	Type3_SameDomain	Type3_SameDomain	476	547	61	0.67836
ENSG00000140632	ENST00000436648.9	ENST00000591451.5	21312	29602	1	0.05257	Type3_SameDomain	Type3_SameDomain	476	547	61	0.67836
ENSG00000174238	BambuTx1676	ENST00000313486.12	525	8033	1	0.06175	Type0_NoDomain	Type0_NoDomain	168	347	15	0.31772
ENSG00000174238	BambuTx1676	ENST00000313486.12	525	8034	1	0.06175	Type0_NoDomain	Type0_NoDomain	168	347	15	0.31772
ENSG00000174238	BambuTx1676	ENST00000313486.12	526	8033	1	0.06175	Type0_NoDomain	Type0_NoDomain	168	347	15	0.31772
ENSG00000174238	BambuTx1676	ENST00000313486.12	526	8034	1	0.06175	Type0_NoDomain	Type0_NoDomain	168	347	15	0.31772
ENSG00000174238	BambuTx1676	ENST00000313486.12	527	8033	1	0.06175	Type0_NoDomain	Type0_NoDomain	168	347	15	0.31772
ENSG00000174238	BambuTx1676	ENST00000313486.12	527	8034	1	0.06175	Type0_NoDomain	Type0_NoDomain	168	347	15	0.31772
ENSG00000286070	BambuTx2043	ENST00000652248.1	788	32650	1	0.0655	Type1_DomainLoss	Type3_SameDomain	126	366	39	0.28932
ENSG00000286070	BambuTx2043	ENST00000652248.1	788	32651	1	0.0655	Type1_DomainLoss	Type3_SameDomain	126	366	39	0.28932
ENSG00000286070	BambuTx2043	ENST00000652248.1	788	32652	1	0.0655	Type1_DomainLoss	Type3_SameDomain	126	366	39	0.28932
ENSG00000286070	BambuTx2043	ENST00000652248.1	789	32650	1	0.0655	Type1_DomainLoss	Type3_SameDomain	126	366	39	0.28932
ENSG00000286070	BambuTx2043	ENST00000652248.1	789	32651	1	0.0655	Type1_DomainLoss	Type3_SameDomain	126	366	39	0.28932
ENSG00000286070	BambuTx2043	ENST00000652248.1	789	32652	1	0.0655	Type1_DomainLoss	Type3_SameDomain	126	366	39	0.28932
ENSG00000124313	BambuTx2115	ENST00000638583.1	850	31646	0	0.05727	Type0_NoDomain	Type0_NoDomain	386	132	39	0.32853
ENSG00000173436	BambuTx25	ENST00000322753.7	908	8852	0	0.05121	Type0_NoDomain	Type0_NoDomain	110	111	39	0.23715
ENSG00000173436	BambuTx25	ENST00000322753.7	908	8853	0	0.05121	Type0_NoDomain	Type0_NoDomain	110	111	39	0.23715
ENSG00000173436	BambuTx26	ENST00000322753.7	931	8852	0	0.05121	Type0_NoDomain	Type0_NoDomain	110	111	39	0.23715
ENSG00000173436	BambuTx26	ENST00000322753.7	931	8853	0	0.05121	Type0_NoDomain	Type0_NoDomain	110	111	39	0.23715
ENSG00000289228	BambuTx2616	ENST00000838017.1	933	36728	0	0.07188	Type0_NoDomain	Type0_NoDomain	108	113	39	0.25811
ENSG00000289228	BambuTx2617	ENST00000838017.1	934	36728	0	0.07188	Type0_NoDomain	Type0_NoDomain	108	113	39	0.25811
ENSG00000103227	BambuTx2703	ENST00000568897.5	952	28699	0	0.07005	Type0_NoDomain	Type0_NoDomain	167	350	3	0.31638
ENSG00000103227	BambuTx2703	ENST00000568897.5	952	28700	0	0.07005	Type0_NoDomain	Type0_NoDomain	167	350	3	0.31638
ENSG00000103227	BambuTx2703	ENST00000568897.5	953	28699	0	0.07005	Type0_NoDomain	Type0_NoDomain	167	350	3	0.31638
ENSG00000103227	BambuTx2703	ENST00000568897.5	953	28700	0	0.07005	Type0_NoDomain	Type0_NoDomain	167	350	3	0.31638
ENSG00000158186	BambuTx518	ENST00000621127.4	1224	31044	1	0.06371	Type3_SameDomain	Type3_SameDomain	197	177	20	0.95312
ENSG00000158186	BambuTx518	ENST00000621127.4	1224	31045	1	0.06371	Type3_SameDomain	Type3_SameDomain	197	177	20	0.95312
ENSG00000158186	BambuTx519	ENST00000621127.4	1225	31044	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	BambuTx519	ENST00000621127.4	1225	31045	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	BambuTx519	ENST00000621127.4	1226	31044	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	BambuTx519	ENST00000621127.4	1226	31045	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	ENST00000289104.8	ENST00000621127.4	5970	31044	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	ENST00000289104.8	ENST00000621127.4	5970	31045	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	ENST00000289104.8	ENST00000621127.4	5971	31044	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000158186	ENST00000289104.8	ENST00000621127.4	5971	31045	1	0.06719	Type3_SameDomain	Type3_SameDomain	208	177	20	0.97417
ENSG00000174928	BambuTx533	ENST00000340171.7	1234	10442	0	0.06621	Type0_NoDomain	Type0_NoDomain	232	294	10	0.24184
ENSG00000174928	BambuTx533	ENST00000482061.6	1234	23962	0	0.07075	Type0_NoDomain	Type0_NoDomain	232	251	10	0.23153
ENSG00000174928	BambuTx533	ENST00000534941.2	1234	26716	0	0.06716	Type0_NoDomain	Type0_NoDomain	232	277	10	0.2399
ENSG00000188001	BambuTx554	ENST00000412373.5	1245	19684	0	0.06604	Type0_NoDomain	Type0_NoDomain	275	100	4	0.4853
ENSG00000188001	ENST00000345063.8	ENST00000412373.5	11008	19684	0	0.06604	Type0_NoDomain	Type0_NoDomain	275	100	4	0.4853
ENSG00000168785	BambuTx622	ENST00000508798.5	1297	25187	1	0.05188	Type3_SameDomain	Type3_SameDomain	219	193	62	0.38909
ENSG00000254685	ENST00000370898.9	ENST00000467578.7	14254	23190	0	0.0539	Type0_NoDomain	Type0_NoDomain	606	128	17	0.33704
ENSG00000104365	BambuTx959	ENST00000520810.6	1525	25829	0	0.10358	Type0_NoDomain	Type0_NoDomain	152	756	22	0.9286
ENSG00000104365	BambuTx959	ENST00000520810.6	1525	25830	0	0.10358	Type0_NoDomain	Type0_NoDomain	152	756	22	0.9286
ENSG00000070501	BambuTx960	ENST00000265421.9	1526	4734	0	0.05447	Type0_NoDomain	Type0_NoDomain	181	335	8	0.72052
ENSG00000070501	BambuTx960	ENST00000522610.5	1526	25947	0	0.05115	Type0_NoDomain	Type0_NoDomain	181	193	8	0.80282
ENSG00000070501	BambuTx960	ENST00000522610.5	1526	25948	0	0.05115	Type0_NoDomain	Type0_NoDomain	181	193	8	0.80282
ENSG00000173153	ENST00000000442.11	ENST00000405666.5	1553	19139	0	0.09667	Type1_DomainLoss	Type1_DomainLoss	498	423	65	0.768
ENSG00000173153	ENST00000000442.11	ENST00000405666.5	1553	19140	0	0.09667	Type1_DomainLoss	Type1_DomainLoss	498	423	65	0.768
ENSG00000173153	ENST00000000442.11	ENST00000406310.6	1553	19175	0	0.09605	Type1_DomainLoss	Type1_DomainLoss	498	506	65	0.7051
ENSG00000173153	ENST00000000442.11	ENST00000406310.6	1553	19176	0	0.09605	Type1_DomainLoss	Type1_DomainLoss	498	506	65	0.7051
ENSG00000173153	ENST00000000442.11	ENST00000405666.5	1554	19139	0	0.09667	Type1_DomainLoss	Type1_DomainLoss	498	423	65	0.768
ENSG00000173153	ENST00000000442.11	ENST00000405666.5	1554	19140	0	0.09667	Type1_DomainLoss	Type1_DomainLoss	498	423	65	0.768
ENSG00000173153	ENST00000000442.11	ENST00000406310.6	1554	19175	0	0.09605	Type1_DomainLoss	Type1_DomainLoss	498	506	65	0.7051
ENSG00000173153	ENST00000000442.11	ENST00000406310.6	1554	19176	0	0.09605	Type1_DomainLoss	Type1_DomainLoss	498	506	65	0.7051
ENSG00000012983	ENST00000554990.6	ENST00000557390.6	27971	28137	1	0.05737	Type2_PartialTrunc	Type2_PartialTrunc	520	724	22	0.91902
ENSG00000012983	ENST00000554990.6	ENST00000557390.6	27971	28138	1	0.05737	Type2_PartialTrunc	Type2_PartialTrunc	520	724	22	0.91902
