"gene_id","feature_id","lr","df","pvalue","adj_pvalue","cell_type"
"ACTB","ACTB-206",0.0178152954856614,1,0.893818564340274,0.987129293584588,"Microglia"
"ACTB","ACTB-217",0.0178152954856614,1,0.893818564340274,0.987129293584588,"Microglia"
"AFF4","AFF4-203",2.57809989301825,1,0.108351656477484,0.91942609606211,"Microglia"
"AFF4","AFF4-201",2.57809989301825,1,0.108351656477484,0.91942609606211,"Microglia"
"AKAP13","AKAP13-203",0.549491438546596,1,0.458525566532063,0.987129293584588,"Microglia"
"AKAP13","AKAP13-211",0.549491438546596,1,0.458525566532063,0.987129293584588,"Microglia"
"ANKRD12","ANKRD12-201",1.51113444391467,1,0.218966061880066,0.952022289393961,"Microglia"
"ANKRD12","ANKRD12-203",1.51113444391467,1,0.218966061880066,0.952022289393961,"Microglia"
"ANKRD44","ANKRD44-201",0.947086350441737,1,0.330462052243283,0.976854434698553,"Microglia"
"ANKRD44","ANKRD44-209",0.671554301157954,1,0.412510231263286,0.987129293584588,"Microglia"
"ANKRD44","transcript350027.chr2.nic",-0.0495917683264508,1,1,1,"Microglia"
"ARHGAP15","transcript287164.chr2.nic",0.63088215555365,1,0.427031918014189,0.987129293584588,"Microglia"
"ARHGAP15","transcript287173.chr2.nic",0.63088215555365,1,0.427031918014189,0.987129293584588,"Microglia"
"ARID4B","ARID4B-201",0.273534334471606,1,0.600970704288025,0.987129293584588,"Microglia"
"ARID4B","ARID4B-202",0.273534334471606,1,0.600970704288025,0.987129293584588,"Microglia"
"ASAH1","ASAH1-225",0.294856516467888,1,0.587125037083173,0.987129293584588,"Microglia"
"ASAH1","ASAH1-257",0.294856516467888,1,0.587125037083173,0.987129293584588,"Microglia"
"ASH1L","ASH1L-213",0.0192980288530862,1,0.889515464220832,0.987129293584588,"Microglia"
"ASH1L","ASH1L-215",0.0192980288530862,1,0.889515464220832,0.987129293584588,"Microglia"
"ATP6V1B2","ATP6V1B2-206",6.01916939432681,1,0.01415130536127,0.425966006146624,"Microglia"
"ATP6V1B2","ATP6V1B2-201",6.01916939432681,1,0.01415130536127,0.425966006146624,"Microglia"
"ATRX","ATRX-202",0.260394133943919,1,0.609849508762739,0.987129293584588,"Microglia"
"ATRX","ATRX-213",0.154512102391891,1,0.694260192408885,0.987129293584588,"Microglia"
"ATRX","ATRX-214",0.169546442510182,1,0.680515213477929,0.987129293584588,"Microglia"
"ATRX","ATRX-201",-0.0272883815960085,1,1,1,"Microglia"
"BACH1","transcript20855.chr21.nnic",0.293377420342665,1,0.588064284819325,0.987129293584588,"Microglia"
"BACH1","BACH1-201",0.293377420342665,1,0.588064284819325,0.987129293584588,"Microglia"
"BAZ2B","BAZ2B-203",1.79833028693793,1,0.179914486189827,0.952022289393961,"Microglia"
"BAZ2B","BAZ2B-202",1.79833028693793,1,0.179914486189827,0.952022289393961,"Microglia"
"BIN2","transcript72297.chr12.nic",1.3737655328687,1,0.241165965223571,0.952022289393961,"Microglia"
"BIN2","BIN2-207",1.37376553286873,1,0.241165965223567,0.952022289393961,"Microglia"
"BTK","BTK-206",3.40583048976293,1,0.064966404075205,0.776072307226553,"Microglia"
"BTK","BTK-201",2.96724448037207,1,0.0849664676426104,0.880643204426638,"Microglia"
"BTK","BTK-207",1.28959782955258,1,0.256122078770878,0.952022289393961,"Microglia"
"C6orf62","C6orf62-202",0.301258649963074,1,0.583094434180478,0.987129293584588,"Microglia"
"C6orf62","C6orf62-203",0.301258649963074,1,0.583094434180478,0.987129293584588,"Microglia"
"CD163","CD163-201",0.0442075239267297,1,0.833467988909285,0.987129293584588,"Microglia"
"CD163","CD163-205",0.0442075239267297,1,0.833467988909285,0.987129293584588,"Microglia"
"CD74","CD74-202",0.58753810411099,1,0.443372700717829,0.987129293584588,"Microglia"
"CD74","CD74-201",0.58753810411099,1,0.443372700717829,0.987129293584588,"Microglia"
"CEP170","CEP170-202",NA,1,NA,NA,"Microglia"
"CEP170","transcript357863.chr1.nnic",NA,1,NA,NA,"Microglia"
"CHD9","CHD9-213",2.04836595215238,1,0.152369649250374,0.952022289393961,"Microglia"
"CHD9","CHD9-217",0.00291270160778367,1,0.956959503573463,1,"Microglia"
"CHD9","CHD9-203",-0.0555406930488971,1,1,1,"Microglia"
"CTSC","CTSC-208",1.28318878640596,1,0.257306975304818,0.952022289393961,"Microglia"
"CTSC","CTSC-207",1.28318878640596,1,0.257306975304818,0.952022289393961,"Microglia"
"CX3CR1","CX3CR1-202",0.105940855073243,1,0.744813603469017,0.987129293584588,"Microglia"
"CX3CR1","CX3CR1-201",0.105940855073243,1,0.744813603469017,0.987129293584588,"Microglia"
"CYFIP1","CYFIP1-208",0.115075409168398,1,0.734438229381689,0.987129293584588,"Microglia"
"CYFIP1","CYFIP1-207",0.115075409168398,1,0.734438229381689,0.987129293584588,"Microglia"
"DDIT4","DDIT4-201",0.00326548330883725,1,0.954430162123493,1,"Microglia"
"DDIT4","DDIT4-202",0.00326548330883725,1,0.954430162123493,1,"Microglia"
"DDX39B","DDX39B-219",0.113727866055399,1,0.735939284531814,0.987129293584588,"Microglia"
"DDX39B","DDX39B-215",0.113727866055399,1,0.735939284531814,0.987129293584588,"Microglia"
"DDX5","DDX5-201",4.12823298358489,1,0.0421733653000851,0.706403868776425,"Microglia"
"DDX5","DDX5-215",3.38886905438994,1,0.065637956332594,0.776072307226553,"Microglia"
"DDX5","DDX5-241",0.0596253220865037,1,0.807089117088766,0.987129293584588,"Microglia"
"DDX5","DDX5-239",0.0223285203428532,1,0.881216465044142,0.987129293584588,"Microglia"
"DISC1","DISC1-215",3.6547966041104,1,0.0559079810836179,0.776072307226553,"Microglia"
"DISC1","DISC1-207",3.6547966041104,1,0.0559079810836179,0.776072307226553,"Microglia"
"DOCK10","DOCK10-201",18.8809509031468,1,1.39135121074223e-05,0.00139830796679594,"Microglia"
"DOCK10","DOCK10-202",18.8809509031468,1,1.39135121074223e-05,0.00139830796679594,"Microglia"
"DOCK8","DOCK8-223",0.177197786698571,1,0.673792560964854,0.987129293584588,"Microglia"
"DOCK8","DOCK8-206",1.22905283622913,1,0.267591317968074,0.952022289393961,"Microglia"
"DOCK8","transcript99.chr9.nic",0.616758751715679,1,0.432254310407144,0.987129293584588,"Microglia"
"DOCK8","DOCK8-204",0.277487386968915,1,0.598352821241637,0.987129293584588,"Microglia"
"ENSG00000291073","ENST00000522841",0.763270856626832,1,0.382306850865507,0.987129293584588,"Microglia"
"ENSG00000291073","transcript53453.chr16.nnic",0.763270856626832,1,0.382306850865507,0.987129293584588,"Microglia"
"EPB41L3","transcript12168.chr18.nic",0.121080880731256,1,0.72786513120823,0.987129293584588,"Microglia"
"EPB41L3","EPB41L3-204",0.121080880731256,1,0.72786513120823,0.987129293584588,"Microglia"
"ERC1","ERC1-204",1.19609833375341,1,0.274102892473433,0.952022289393961,"Microglia"
"ERC1","ERC1-203",1.19609833375341,1,0.274102892473433,0.952022289393961,"Microglia"
"FGL2","FGL2-201",0.103886834825573,1,0.747214216823026,0.987129293584588,"Microglia"
"FGL2","FGL2-202",0.103886834825573,1,0.747214216823026,0.987129293584588,"Microglia"
