isoform_id	gene_id	domain_count	canonical_domain_count	feature_type	within_gene_gap
BambuTx10	ENSG00000204859.13	2	2	Type3_SameDomain	0.0
BambuTx100	ENSG00000162664.17	0	0	Type0_NoDomain	0.030400700867176056
BambuTx1001	ENSG00000066827.16	1	1	Type3_SameDomain	0.04440058022737503
BambuTx1001	ENSG00000066827.16	1	1	Type3_SameDomain	0.04440058022737503
BambuTx1002	ENSG00000169427.8	0	0	Type0_NoDomain	0.0
BambuTx1003	ENSG00000167632.18	0	0	Type0_NoDomain	0.06234275922179222
BambuTx1003	ENSG00000167632.18	0	0	Type0_NoDomain	0.06234275922179222
BambuTx1003	ENSG00000167632.18	0	0	Type0_NoDomain	0.06234275922179222
BambuTx1005	ENSG00000130193.8	0	0	Type0_NoDomain	0.006298224441707134
BambuTx1006	ENSG00000255182.2	0	0	Type0_NoDomain	0.0
BambuTx1007	ENSG00000160959.8	1	1	Type3_SameDomain	0.06083695590496063
BambuTx1008	ENSG00000160959.8	1	1	Type3_SameDomain	0.06083695590496063
BambuTx1009	ENSG00000160959.8	1	1	Type3_SameDomain	0.06083695590496063
BambuTx1010	ENSG00000196150.14	0	2	Type1_DomainLoss	0.042601894587278366
BambuTx1010	ENSG00000196150.14	0	2	Type1_DomainLoss	0.042601894587278366
BambuTx1011	ENSG00000172785.19	0	0	Type0_NoDomain	0.03705710545182228
BambuTx1012	ENSG00000289552.3	0	0	Type0_NoDomain	0.0
BambuTx1014	ENSG00000107020.10	0	0	Type0_NoDomain	0.0040044840425252914
BambuTx1017	ENSG00000147872.10	0	0	Type0_NoDomain	0.004372710362076759
BambuTx1020	ENSG00000165269.13	0	0	Type0_NoDomain	0.07442285865545273
BambuTx1022	ENSG00000164978.19	1	1	Type3_SameDomain	0.0
BambuTx1024	ENSG00000137094.16	0	1	Type1_DomainLoss	0.05560726672410965
BambuTx1024	ENSG00000137094.16	0	1	Type1_DomainLoss	0.05560726672410965
BambuTx1025	ENSG00000198722.15	1	2	Type2_PartialTrunc	0.057304516434669495
BambuTx1028	ENSG00000122707.12	0	1	Type1_DomainLoss	0.026131561025977135
BambuTx103	ENSG00000271092.5	0	0	Type0_NoDomain	0.005981787573546171
BambuTx1032	ENSG00000122741.16	1	1	Type3_SameDomain	0.01312978658825159
BambuTx1035	ENSG00000215126.12	0	0	Type0_NoDomain	0.0
BambuTx1035	ENSG00000215126.12	0	0	Type0_NoDomain	0.0
BambuTx1036	ENSG00000215126.12	0	0	Type0_NoDomain	0.0
BambuTx1036	ENSG00000215126.12	0	0	Type0_NoDomain	0.0
BambuTx1037	ENSG00000147996.17	0	0	Type0_NoDomain	0.036609992384910583
BambuTx1037	ENSG00000147996.17	0	0	Type0_NoDomain	0.036609992384910583
BambuTx1039	ENSG00000196873.16	0	0	Type0_NoDomain	0.0
BambuTx1039	ENSG00000196873.16	0	0	Type0_NoDomain	0.0
BambuTx104	ENSG00000271092.5	0	0	Type0_NoDomain	0.005981787573546171
BambuTx1040	ENSG00000196873.16	0	0	Type0_NoDomain	0.0
BambuTx1040	ENSG00000196873.16	0	0	Type0_NoDomain	0.0
BambuTx1042	ENSG00000119139.21	0	3	Type1_DomainLoss	0.011179491877555847
BambuTx1042	ENSG00000119139.21	0	3	Type1_DomainLoss	0.011179491877555847
BambuTx1047	ENSG00000148090.12	1	1	Type3_SameDomain	0.007817449048161507
BambuTx1049	ENSG00000165233.18	0	0	Type0_NoDomain	0.06748359650373459
BambuTx1051	ENSG00000296343.1	0	0	Type0_NoDomain	0.0
BambuTx1052	ENSG00000148120.19	0	0	Type0_NoDomain	0.05971663072705269
BambuTx1053	ENSG00000296343.1	0	0	Type0_NoDomain	0.0
BambuTx1053	ENSG00000296343.1	0	0	Type0_NoDomain	0.0
BambuTx1053	ENSG00000296343.1	0	0	Type0_NoDomain	0.0
BambuTx1054	ENSG00000158169.14	0	0	Type0_NoDomain	0.11241684854030609
BambuTx1054	ENSG00000158169.14	0	0	Type0_NoDomain	0.11241684854030609
BambuTx1055	ENSG00000158169.14	0	0	Type0_NoDomain	0.11241684854030609
BambuTx1055	ENSG00000158169.14	0	0	Type0_NoDomain	0.11241684854030609
BambuTx1056	ENSG00000158169.14	0	0	Type0_NoDomain	0.11241684854030609
BambuTx1056	ENSG00000158169.14	0	0	Type0_NoDomain	0.11241684854030609
BambuTx1058	ENSG00000158122.12	0	0	Type0_NoDomain	0.03465437516570091
BambuTx1059	ENSG00000298775.1	0	0	Type0_NoDomain	3.4680977023526793e-06
BambuTx1059	ENSG00000298775.1	0	0	Type0_NoDomain	3.4680977023526793e-06
BambuTx1060	ENSG00000251349.3	1	1	Type3_SameDomain	0.04607319459319115
BambuTx1061	BambuGene48891	0	0	Type0_NoDomain	0.0
BambuTx1062	BambuGene48907	0	0	Type0_NoDomain	0.0
BambuTx1065	ENSG00000186051.7	1	1	Type3_SameDomain	0.015255240723490715
BambuTx1066	ENSG00000186051.7	1	1	Type3_SameDomain	0.015255240723490715
BambuTx1068	ENSG00000106771.13	0	0	Type0_NoDomain	0.003478829748928547
BambuTx107	ENSG00000156875.14	1	1	Type3_SameDomain	0.0016840096795931458
BambuTx1070	ENSG00000070159.14	2	5	Type2_PartialTrunc	0.06491219997406006
BambuTx1071	ENSG00000198121.15	1	1	Type3_SameDomain	0.0
BambuTx1072	ENSG00000198121.15	1	1	Type3_SameDomain	0.0
BambuTx1073	ENSG00000148153.14	0	0	Type0_NoDomain	0.03562614694237709
BambuTx1076	ENSG00000165209.19	2	2	Type3_SameDomain	0.0
BambuTx1077	ENSG00000136933.17	1	1	Type3_SameDomain	0.015614522621035576
BambuTx1078	ENSG00000167081.18	1	1	Type3_SameDomain	0.025708623230457306
BambuTx1078	ENSG00000167081.18	1	1	Type3_SameDomain	0.025708623230457306
BambuTx108	ENSG00000122435.11	0	0	Type0_NoDomain	0.07587296515703201
BambuTx1080	ENSG00000136828.19	2	2	Type3_SameDomain	0.04682536795735359
BambuTx1081	ENSG00000136828.19	2	2	Type3_SameDomain	0.04682536795735359
BambuTx1082	ENSG00000136895.19	1	1	Type3_SameDomain	0.005995044484734535
BambuTx1083	ENSG00000136877.16	0	0	Type0_NoDomain	0.020195534452795982
BambuTx1084	ENSG00000171169.9	0	0	Type0_NoDomain	0.0
BambuTx1086	ENSG00000167114.13	1	1	Type3_SameDomain	0.0
BambuTx1086	ENSG00000167114.13	1	1	Type3_SameDomain	0.0
BambuTx1088	ENSG00000119333.12	1	1	Type3_SameDomain	0.0028684393037110567
BambuTx1089	ENSG00000198917.13	0	0	Type0_NoDomain	0.06374961882829666
BambuTx1089	ENSG00000198917.13	0	0	Type0_NoDomain	0.06374961882829666
BambuTx109	ENSG00000240038.8	0	0	Type0_NoDomain	0.0
BambuTx1091	ENSG00000136819.15	0	0	Type0_NoDomain	0.0015350787434726954
BambuTx1092	ENSG00000136878.14	3	3	Type3_SameDomain	0.0
BambuTx1093	ENSG00000126882.14	0	0	Type0_NoDomain	0.0
BambuTx1097	ENSG00000187713.7	0	0	Type0_NoDomain	0.03916111961007118
BambuTx1097	ENSG00000187713.7	0	0	Type0_NoDomain	0.03916111961007118
BambuTx1097	ENSG00000187713.7	0	0	Type0_NoDomain	0.03916111961007118
BambuTx1098	ENSG00000197070.14	0	1	Type1_DomainLoss	0.05590159818530083
BambuTx110	ENSG00000162639.16	0	0	Type0_NoDomain	0.0008718565804883838
BambuTx1100	ENSG00000015171.21	2	2	Type3_SameDomain	0.03344210609793663
BambuTx1102	ENSG00000185736.16	0	0	Type0_NoDomain	0.0
BambuTx1107	ENSG00000134452.20	1	1	Type3_SameDomain	0.006532708182930946
BambuTx1108	ENSG00000065675.16	3	3	Type3_SameDomain	0.020103812217712402
BambuTx1110	ENSG00000065665.21	0	0	Type0_NoDomain	0.01779274456202984
BambuTx1110	ENSG00000065665.21	0	0	Type0_NoDomain	0.01779274456202984
BambuTx1113	ENSG00000086475.15	0	0	Type0_NoDomain	0.0
BambuTx1113	ENSG00000086475.15	0	0	Type0_NoDomain	0.0
BambuTx1114	ENSG00000148481.14	0	0	Type0_NoDomain	0.05887700989842415
BambuTx1116	ENSG00000150054.19	2	3	Type2_PartialTrunc	0.03283078223466873
BambuTx1117	ENSG00000291093.2	0	0	Type0_NoDomain	0.06046309694647789
BambuTx1119	ENSG00000095794.21	1	1	Type3_SameDomain	0.06650754064321518
BambuTx112	ENSG00000134201.12	0	0	Type0_NoDomain	0.0
BambuTx1120	ENSG00000095794.21	1	1	Type3_SameDomain	0.06650754064321518
BambuTx1123	ENSG00000196693.15	1	2	Type2_PartialTrunc	0.00415826728567481
BambuTx1123	ENSG00000196693.15	1	2	Type2_PartialTrunc	0.00415826728567481
BambuTx1124	ENSG00000198298.13	1	2	Type2_PartialTrunc	0.008059167303144932
BambuTx1125	ENSG00000198298.13	1	2	Type2_PartialTrunc	0.008059167303144932
BambuTx1126	ENSG00000165406.16	0	0	Type0_NoDomain	0.0
BambuTx1126	ENSG00000165406.16	0	0	Type0_NoDomain	0.0
BambuTx1126	ENSG00000165406.16	0	0	Type0_NoDomain	0.0
BambuTx113	ENSG00000156171.15	0	0	Type0_NoDomain	0.004988564644008875
BambuTx1130	ENSG00000204179.11	0	0	Type0_NoDomain	0.018069442361593246
BambuTx1132	ENSG00000204147.11	0	0	Type0_NoDomain	0.031733255833387375
BambuTx1132	ENSG00000204147.11	0	0	Type0_NoDomain	0.031733255833387375
BambuTx1134	ENSG00000165449.12	1	1	Type3_SameDomain	0.009820888750255108
BambuTx1135	ENSG00000165449.12	1	1	Type3_SameDomain	0.009820888750255108
BambuTx114	ENSG00000156171.15	0	0	Type0_NoDomain	0.004988564644008875
BambuTx1142	ENSG00000165476.14	0	0	Type0_NoDomain	0.031964290887117386
BambuTx1142	ENSG00000165476.14	0	0	Type0_NoDomain	0.031964290887117386
BambuTx1147	ENSG00000138303.19	1	1	Type3_SameDomain	0.015932586044073105
BambuTx1148	ENSG00000166295.9	0	0	Type0_NoDomain	0.0
BambuTx1149	ENSG00000148719.16	0	1	Type1_DomainLoss	0.0444880910217762
BambuTx1149	ENSG00000148719.16	0	1	Type1_DomainLoss	0.0444880910217762
BambuTx115	ENSG00000134255.16	0	0	Type0_NoDomain	0.02320362813770771
BambuTx1152	ENSG00000188716.6	1	1	Type3_SameDomain	0.015534453094005585
BambuTx1152	ENSG00000188716.6	1	1	Type3_SameDomain	0.015534453094005585
BambuTx1153	ENSG00000293542.1	1	1	Type3_SameDomain	0.034634899348020554
BambuTx1154	ENSG00000156671.15	1	1	Type3_SameDomain	0.013417914509773254
BambuTx1158	ENSG00000173267.14	0	0	Type0_NoDomain	0.025875665247440338
BambuTx1160	ENSG00000235100.7	0	0	Type0_NoDomain	0.0
BambuTx1162	ENSG00000148688.14	0	0	Type0_NoDomain	0.007247213274240494
BambuTx1167	ENSG00000213390.11	1	1	Type3_SameDomain	0.002214305568486452
BambuTx1169	ENSG00000166024.14	0	0	Type0_NoDomain	0.0
BambuTx1170	ENSG00000138131.4	0	1	Type1_DomainLoss	0.0
BambuTx1170	ENSG00000138131.4	0	1	Type1_DomainLoss	0.0
BambuTx1173	BambuGene51495	0	0	Type0_NoDomain	0.0
BambuTx1174	ENSG00000014919.13	0	0	Type0_NoDomain	0.005690376739948988
BambuTx1175	ENSG00000107566.14	1	1	Type3_SameDomain	0.0027442709542810917
BambuTx1177	ENSG00000095485.18	0	0	Type0_NoDomain	0.0013897056924179196
BambuTx1178	ENSG00000107816.17	0	0	Type0_NoDomain	0.0
BambuTx1179	ENSG00000107821.15	1	2	Type2_PartialTrunc	0.046726178377866745
BambuTx118	ENSG00000116455.14	1	1	Type3_SameDomain	0.010040848515927792
BambuTx118	ENSG00000116455.14	1	1	Type3_SameDomain	0.010040848515927792
BambuTx1180	ENSG00000138136.7	0	1	Type1_DomainLoss	0.0
BambuTx1180	ENSG00000138136.7	0	1	Type1_DomainLoss	0.0
BambuTx1180	ENSG00000138136.7	0	1	Type1_DomainLoss	0.0
BambuTx1183	ENSG00000269609.7	0	0	Type0_NoDomain	0.034022148698568344
BambuTx1184	ENSG00000269609.7	0	0	Type0_NoDomain	0.034022148698568344
BambuTx1186	ENSG00000107882.12	0	0	Type0_NoDomain	0.061452288180589676
BambuTx1186	ENSG00000107882.12	0	0	Type0_NoDomain	0.061452288180589676
BambuTx1187	ENSG00000107882.12	0	0	Type0_NoDomain	0.061452288180589676
BambuTx1187	ENSG00000107882.12	0	0	Type0_NoDomain	0.061452288180589676
BambuTx1188	ENSG00000214435.9	0	0	Type0_NoDomain	0.0
BambuTx119	ENSG00000198799.12	0	2	Type1_DomainLoss	0.05044199898838997
BambuTx1191	ENSG00000107954.11	1	1	Type3_SameDomain	0.003029187675565481
BambuTx1193	ENSG00000151553.16	0	0	Type0_NoDomain	0.0035303914919495583
BambuTx1195	ENSG00000119979.18	0	0	Type0_NoDomain	0.00677418801933527
BambuTx1196	ENSG00000183605.17	0	0	Type0_NoDomain	0.003454022342339158
BambuTx1197	ENSG00000107672.15	0	0	Type0_NoDomain	0.01814715377986431
BambuTx12	ENSG00000171612.7	0	1	Type1_DomainLoss	0.00938747264444828
BambuTx12	ENSG00000171612.7	0	1	Type1_DomainLoss	0.00938747264444828
BambuTx1200	ENSG00000107679.15	1	1	Type3_SameDomain	0.007964497432112694
BambuTx1201	ENSG00000107679.15	1	1	Type3_SameDomain	0.007964497432112694
BambuTx1202	ENSG00000179988.15	0	0	Type0_NoDomain	0.0020574782975018024
BambuTx1203	ENSG00000095574.12	0	0	Type0_NoDomain	0.0
BambuTx1205	ENSG00000175029.17	0	0	Type0_NoDomain	0.0
BambuTx1206	ENSG00000089876.12	2	2	Type3_SameDomain	0.0
BambuTx1207	ENSG00000089876.12	2	2	Type3_SameDomain	0.0
BambuTx1209	ENSG00000237489.5	0	0	Type0_NoDomain	0.04021298140287399
BambuTx121	ENSG00000134253.10	2	3	Type2_PartialTrunc	0.03618987277150154
BambuTx1210	ENSG00000237489.5	0	0	Type0_NoDomain	0.04021298140287399
BambuTx1213	ENSG00000175470.20	0	0	Type0_NoDomain	0.014135029166936874
BambuTx1213	ENSG00000175470.20	0	0	Type0_NoDomain	0.014135029166936874
BambuTx1217	ENSG00000298639.1	0	0	Type0_NoDomain	0.0
BambuTx122	ENSG00000134253.10	3	3	Type3_SameDomain	0.03618987277150154
BambuTx122	ENSG00000134253.10	3	3	Type3_SameDomain	0.03618987277150154
BambuTx1221	ENSG00000171811.14	0	0	Type0_NoDomain	0.03811745345592499
BambuTx1221	ENSG00000171811.14	0	0	Type0_NoDomain	0.03811745345592499
BambuTx1222	ENSG00000177963.15	0	0	Type0_NoDomain	0.014796135947108269
BambuTx1222	ENSG00000177963.15	0	0	Type0_NoDomain	0.014796135947108269
BambuTx1223	ENSG00000142082.15	0	0	Type0_NoDomain	0.04619111493229866
BambuTx1224	ENSG00000174915.12	0	0	Type0_NoDomain	0.0
BambuTx1225	ENSG00000177042.16	0	0	Type0_NoDomain	0.05519525706768036
BambuTx1226	ENSG00000177830.18	0	0	Type0_NoDomain	0.03723977133631706
BambuTx1226	ENSG00000177830.18	0	0	Type0_NoDomain	0.03723977133631706
BambuTx1226	ENSG00000177830.18	0	0	Type0_NoDomain	0.03723977133631706
BambuTx1227	ENSG00000177830.18	0	0	Type0_NoDomain	0.03723977133631706
BambuTx1227	ENSG00000177830.18	0	0	Type0_NoDomain	0.03723977133631706
BambuTx1227	ENSG00000177830.18	0	0	Type0_NoDomain	0.03723977133631706
BambuTx1229	ENSG00000167311.14	0	0	Type0_NoDomain	0.002156241564080119
BambuTx123	ENSG00000134253.10	2	3	Type2_PartialTrunc	0.03618987277150154
BambuTx1230	ENSG00000129744.3	0	0	Type0_NoDomain	0.0
BambuTx1230	ENSG00000129744.3	0	0	Type0_NoDomain	0.0
BambuTx1230	ENSG00000129744.3	0	0	Type0_NoDomain	0.0
BambuTx1231	ENSG00000148985.20	0	0	Type0_NoDomain	0.005794794298708439
BambuTx1232	ENSG00000166387.14	2	2	Type3_SameDomain	0.013811650685966015
BambuTx1233	ENSG00000166407.14	1	1	Type3_SameDomain	0.005843304563313723
BambuTx1234	ENSG00000130413.16	1	1	Type3_SameDomain	0.0
BambuTx1235	ENSG00000175356.14	4	4	Type3_SameDomain	0.01281490083783865
BambuTx1236	ENSG00000070081.18	0	1	Type1_DomainLoss	0.01351164747029543
BambuTx1237	ENSG00000070081.18	0	1	Type1_DomainLoss	0.01351164747029543
